,ativo,precoDia,min52,max52,Dividend,Val12%,P/VP,P/L,P/Ebitda,P/Ebit,P/Ativo,EV/Ebitda,EV/EBIT,PSR,P/Cap.Giro,P/Ativo Circ Liq,Margem Bruta%,Margem Ebitda%,Margem Ebit%,Margem Líquida%,Giro Ativos,ROE%,ROA%,ROIC%,LPA,VPA,Dívida Líq/Patrim,Dívida Líq/EBITDA,Dívida Líq/EBIT,Patrim / Ativos,Passivos / Ativos,Liquidez Corrente,CAGR Receitas 5 Anos,CAGR Lucros 5 Anos
260,GOLL4,"9,47","5,71","43,79",0.0,-0.6087,0.0,165.67,-,"13,93","1,94",-,"16,66","2,14","-5,47","-5,47",0.2927,-90000.0,0.15380000000000002,0.0129,"0,91",-0.0252,0.011699999999999999,1.4743000000000002,"0,06","-2,26",-,-,"2,72","-0,46","1,46","0,48","7,23 %",- %
261,IRBR3,"8,59","7,05","44,90",2.48,-0.7331,1.73,4.56,-,"8,82","0,47",-,"8,82","1,22","-25,47","-25,47",0.1925,-90000.0,0.1378,0.2666,"0,39",0.38,0.1027,-90000.0,"1,88","4,96",-,-,-,"0,27","0,73","0,97","12,04 %","18,22 %"
262,LCAM3,"9,50","8,40","25,70",7.45,-0.2376,1.24,14.29,"3,81","6,05","0,44","5,90","9,38","1,01","5,73","5,73",0.2754,0.2646,0.16649999999999998,0.0705,"0,43",0.0866,0.030600000000000002,0.08220000000000001,"0,66","7,67","0,68","2,09","3,33","0,35","0,65","1,37","46,62 %","78,69 %"
263,BRPR3,"8,20","7,84","16,46",0.0,-0.0745,0.56,12.94,-,"5,20","0,41",-,"5,89","10,63","3,38","3,38",1.0,-90000.0,2.0436,0.821,"0,04",0.0432,0.0313,0.06509999999999999,"0,63","14,66","0,07",-,"0,69","0,72","0,28","4,86","-11,91 %",- %
264,ROMI3,"7,13","7,01","17,53",16.13,-0.2309,0.59,3.45,"3,25","4,29","0,33","4,70","6,21","0,59","1,23","1,23",0.2726,0.18030000000000002,0.1365,0.1697,"0,56",0.17120000000000002,0.095,0.0616,"2,07","12,07","0,26","1,46","1,92","0,56","0,44","1,92","4,76 %","77,63 %"
265,GSHP3,"34,95","25,92","143,98",0.0,-0.22329999999999997,15.42,0.0,"0,56","0,58","0,04","9,07","9,27","0,48","0,54","0,54",0.7381,0.8599,0.8412000000000001,-0.2465,"0,08",-7.8499,-0.0202,0.0852,"-17,79","2,27","232,87","8,50","8,69","0,00","1,00","1,54","-11,94 %",- %
266,GFSA3,"3,34","2,80","10,15",0.0,-0.5335,0.45,0.0,"13,62","39,12","0,16","24,37","69,99","1,00","0,73","0,73",0.29410000000000003,0.0735,0.0256,-0.0352,"0,16",-0.0158,-0.0055000000000000005,-0.0154,"-0,12","7,46","0,35","10,75","30,88","0,35","0,65","1,44","-22,62 %",- %
267,CNTO3,"19,50","11,00","50,93",0.0,0.5854,3.51,13.23,-,"8,74","1,04",-,"8,59","1,61","8,78","8,78",0.49450000000000005,-90000.0,0.1841,0.1217,"0,65",0.265,0.0787,0.3084,"1,47","5,56","-0,06",-,"-0,15","0,30","0,70","1,43",- %,- %
268,ALPA3,"18,31","14,48","33,88",0.27,0.0984,3.94,41.52,"23,44","25,10","2,38","26,17","28,02","2,90","7,95","7,95",0.5029,0.12369999999999999,0.11560000000000001,0.0699,"0,82",0.09480000000000001,0.057300000000000004,0.1054,"0,44","4,65","-0,11","-0,63","-0,67","0,60","0,40","2,08","-1,67 %","-0,30 %"
269,SMLS3,"11,37","9,18","49,69",31.3,-0.7468,1.17,2.25,"1,78","1,84","0,49","0,30","0,31","1,34","0,98","0,98",0.9301,0.7542,0.7286,0.5962,"0,36",0.52,0.2173,0.4155,"5,05","9,71","-0,97","-1,48","-1,53","0,42","0,58","2,09",- %,- %
270,EVEN3,"5,45","5,31","19,21",0.0,-0.1051,0.63,8.29,"6,62","6,94","0,24","9,27","9,73","0,62","0,54","0,54",0.2487,0.0934,0.08900000000000001,0.0746,"0,38",0.076,0.0286,0.0397,"0,66","8,65","0,25","2,65","2,79","0,38","0,62","2,65","-2,80 %","-0,88 %"
271,HBOR3,"1,40","1,15","4,96",0.0,0.0294,0.58,0.0,-,"72,01","0,20",-,"142,79","0,73","0,42","0,42",0.11720000000000001,-90000.0,0.0101,-0.08070000000000001,"0,28",-0.065,-0.0225,-0.0032,"-0,16","2,40","0,57",-,"70,78","0,35","0,65","2,75","-0,25 %",- %
272,AZUL4,"14,10","10,55","62,41",0.0,-0.6089,0.0,0.0,-,"-14,84","0,92",-,"-16,36","1,55","-6,52","-6,52",0.0066,-90000.0,-0.1045,-0.21,"0,60",0.6829000000000001,-0.1252,1305.0874000000001,"-1,91","-2,80",-,-,"-1,51","-0,18","1,18","0,60","12,83 %",- %
273,SULA3,"16,19","10,70","29,07",1.33,0.26289999999999997,2.68,16.2,"18,05","20,35","0,67","-1,60","-1,80","0,88","1,93","1,93",0.1283,0.048799999999999996,0.0433,0.054400000000000004,"0,76",0.1653,0.0416,0.0637,"1,00","6,04","-2,13","-14,35","-16,18","0,25","0,75","1,95","7,60 %","9,88 %"
274,SGPS3,"3,93","3,87","15,24",0.0,-0.5863,0.14,4.3,"1,11","2,52","0,06","5,83","13,28","0,14","0,63","0,63",0.31629999999999997,0.1247,0.0548,0.0321,"0,43",0.033,0.0139,0.0318,"0,91","27,73","0,60","4,72","10,76","0,42","0,58","1,33","-8,90 %","15,16 %"
275,TCNO3,"1,30","0,48","4,60",0.0,-0.078,5.75,0.0,-,"-3,31","0,04",-,"-15,34","8,50","-0,09","-0,09",0.1966,-90000.0,-2.5662000000000003,-1.2362,"0,00",-0.8356999999999999,-0.0054,-0.075,"-0,19","0,23","22,12",-,"-12,75","0,01","0,99","0,30","-41,18 %",- %
276,GUAR3,"10,35","9,90","30,45",8.81,-0.3944,0.99,8.72,"4,36","6,40","0,41","5,42","7,95","0,66","1,66","1,66",0.631,0.1518,0.10339999999999999,0.0759,"0,62",0.1134,0.047,0.08539999999999999,"1,19","10,47","0,24","1,06","1,56","0,41","0,59","1,71","7,23 %","11,09 %"
277,IGTA3,"28,82","26,97","56,86",1.48,-0.2261,1.7,16.19,"8,01","10,02","0,90","10,22","12,80","6,75","5,80","5,80",0.6657,0.8429000000000001,0.6731999999999999,0.4167,"0,13",0.1048,0.0558,0.0784,"1,78","16,99","0,47","2,22","2,78","0,53","0,47","4,33","3,46 %","10,17 %"
278,YDUQ3,"21,03","20,62","56,60",2.43,-0.25079999999999997,2.1,10.06,"5,15","7,22","1,18","5,98","8,38","1,82","8,12","8,12",0.5734,0.35369999999999996,0.2525,0.1812,"0,65",0.20829999999999999,0.11720000000000001,0.1868,"2,09","10,04","0,34","0,83","1,16","0,56","0,44","2,19","3,99 %","7,97 %"
279,BPAC5,"9,99","9,50","24,20",4.46,-0.1151,1.24,7.02,"6,83","5,42","0,15","7,37","5,84","2,37","1,41","1,41",0.3118,0.3461,0.43670000000000003,0.3369,"0,06",0.1759,0.0213,-90000.0,"1,42","8,09",-,-,-,"0,12","0,88","1,16","-0,93 %","45,47 %"
280,BPAC3,"18,60","17,44","40,00",2.39,0.061,2.3,13.07,"12,72","10,09","0,28","7,37","5,84","4,40","2,63","2,63",0.3118,0.3461,0.43670000000000003,0.3369,"0,06",0.1759,0.0213,-90000.0,"1,42","8,09",-,-,-,"0,12","0,88","1,16","-0,93 %","45,47 %"
281,MEAL3,"2,44","2,44","9,50",0.49,-0.6342,0.42,16.33,"3,30","7,04","0,18","4,87","10,41","0,29","7,80","7,80",0.33390000000000003,0.08789999999999999,0.0412,0.0177,"0,61",0.0256,0.0109,0.0384,"0,15","5,84","0,20","1,58","3,37","0,43","0,57","1,12","-0,15 %",- %
282,LLIS3,"4,88","3,86","30,25",9.76,-0.8329000000000001,0.15,0.0,"3,80","-3,87","0,08","15,15","-15,43","0,35","-2,20","-2,20",0.4752,0.09269999999999999,-0.091,-0.2023,"0,22",-0.08460000000000001,-0.045,-0.0417,"-2,80","33,15","0,44","11,35","-11,56","0,53","0,47","0,87","-4,30 %",- %
283,LINX3,"16,78","16,65","38,38",0.94,-0.5590999999999999,1.78,81.75,"15,83","39,18","1,24","12,63","31,27","4,03","3,42","3,42",0.6547,0.2547,0.10289999999999999,0.0493,"0,31",0.0217,0.0152,0.0264,"0,21","9,45","-0,36","-3,20","-7,91","0,70","0,30","3,51","11,90 %","-9,44 %"
284,CVCB3,"9,90","6,61","58,16",4.48,-0.8068000000000001,1.06,6.46,"2,37","3,05","0,21","4,19","5,39","0,77","0,89","0,89",0.9190999999999999,0.3264,0.25370000000000004,0.1199,"0,28",0.1648,0.033,0.1469,"1,53","9,30","0,81","1,81","2,34","0,20","0,80","1,49","18,82 %","12,66 %"
285,COGN3,"3,72","3,66","13,65",3.23,-0.645,0.44,28.78,"3,37","6,86","0,20","8,81","17,96","0,99","4,04","4,04",0.6002000000000001,0.2948,0.1447,0.0345,"0,21",0.015300000000000001,0.0070999999999999995,0.034300000000000004,"0,13","8,44","0,71","5,45","11,09","0,46","0,54","1,63","5,94 %","-29,53 %"
286,NORD3,"4,08","0,60","10,00",0.0,1.55,0.0,0.0,-,"9,00","1,61",-,"21,41","19,89","-0,56","-0,56",0.9072,-90000.0,2.2099,-0.243,"0,08",0.0024,-0.0197,-0.0294,"-0,05","-21,04",-,-,"12,41","-8,31","9,31","0,02",- %,- %
